i,id,weight,cost
0,aA,37,4238
0,bA,15,4238
0,aT,95,4238
0,aM,72,4238
0,aC,9,4238
0,aF,90,4238
0,ay,63,4238
0,bg,97,4238
0,ap,5,4238
0,aJ,73,4238
0,as,88,4238
0,bS,81,4238
0,av,97,4238
0,bF,29,4238
0,aQ,63,4238
0,ax,26,4238
0,ag,94,4238
0,bz,99,4238
0,bP,43,4238
0,ak,87,4238
0,ao,57,4238
0,bi,12,4238
0,bd,9,4238
0,aV,66,4238
0,bx,15,4238
0,bT,70,4238
0,bG,42,4238
0,bj,8,4238
0,bI,20,4238
0,bk,87,4238
0,at,99,4238
0,bp,59,4238
0,be,59,4238
0,bm,55,4238
0,bl,35,4238
0,bU,54,4238
0,aH,95,4238
0,bn,14,4238
1,bM,42,1141
1,au,39,1141
1,aM,72,1141
1,aF,90,1141
1,aW,71,1141
1,bs,85,1141
1,bV,65,1141
1,aZ,9,1141
1,aP,25,1141
1,bQ,66,1141
1,bR,1,1141
1,bD,47,1141
1,bO,67,1141
1,af,62,1141
1,an,12,1141
1,aV,66,1141
1,aY,10,1141
1,aO,3,1141
1,bG,42,1141
1,bo,3,1141
1,bH,96,1141
1,be,59,1141
1,aH,95,1141
1,bn,14,1141
2,bt,30,4086
2,aU,64,4086
2,aI,90,4086
2,bL,50,4086
2,aF,90,4086
2,bg,97,4086
2,aa,71,4086
2,bq,91,4086
2,aJ,73,4086
2,ba,6,4086
2,bV,65,4086
2,aS,46,4086
2,aZ,9,4086
2,as,88,4086
2,bQ,66,4086
2,bS,81,4086
2,bR,1,4086
2,bF,29,4086
2,bf,6,4086
2,bD,47,4086
2,ax,26,4086
2,aK,5,4086
2,ar,42,4086
2,bP,43,4086
2,aD,33,4086
2,bO,67,4086
2,al,76,4086
2,ak,87,4086
2,ao,57,4086
2,aN,100,4086
2,bh,21,4086
2,aR,7,4086
2,aO,3,4086
2,bj,8,4086
2,bI,20,4086
2,bk,87,4086
2,bp,59,4086
2,be,59,4086
2,bC,47,4086
2,bl,35,4086
2,bU,54,4086
2,ai,7,4086
3,by,13,8368
3,au,39,8368
3,aL,93,8368
3,ay,63,8368
3,bg,97,8368
3,ap,5,8368
3,aa,71,8368
3,bV,65,8368
3,am,83,8368
3,az,56,8368
3,ax,26,8368
3,ag,94,8368
3,aB,25,8368
3,aN,100,8368
3,aR,7,8368
3,aO,3,8368
3,bj,8,8368
3,br,1,8368
3,bp,59,8368
3,bm,55,8368
3,al,76,8368
3,ai,7,8368
4,bA,15,13160
4,bM,42,13160
4,by,13,13160
4,aq,10,13160
4,bB,29,13160
4,ae,19,13160
4,aM,72,13160
4,aE,32,13160
4,aF,90,13160
4,aW,71,13160
4,ay,63,13160
4,aa,71,13160
4,bq,91,13160
4,aJ,73,13160
4,bs,85,13160
4,bV,65,13160
4,aS,46,13160
4,aZ,9,13160
4,bN,70,13160
4,bF,29,13160
4,aQ,63,13160
4,aK,5,13160
4,aB,25,13160
4,aX,33,13160
4,bv,20,13160
4,ab,25,13160
4,ak,87,13160
4,aR,7,13160
4,bw,25,13160
4,bG,42,13160
4,br,1,13160
4,bo,3,13160
4,bI,20,13160
4,bk,87,13160
4,bu,16,13160
4,bl,35,13160
4,bE,12,13160
4,bC,47,13160
4,bU,54,13160
4,aD,33,13160
4,ad,10,13160
5,bM,42,17330
5,bA,15,17330
5,aT,95,17330
5,bB,29,17330
5,aq,10,17330
5,aU,64,17330
5,aL,93,17330
5,bL,50,17330
5,aF,90,17330
5,bV,65,17330
5,aP,25,17330
5,bQ,66,17330
5,av,97,17330
5,bF,29,17330
5,aQ,63,17330
5,aK,5,17330
5,aB,25,17330
5,aG,35,17330
5,bz,99,17330
5,aX,33,17330
5,bO,67,17330
5,bv,20,17330
5,ak,87,17330
5,ab,25,17330
5,ao,57,17330
5,ah,7,17330
5,ad,10,17330
5,bd,9,17330
5,bT,70,17330
5,aO,3,17330
5,ac,75,17330
5,bw,25,17330
5,at,99,17330
5,bU,54,17330
5,aH,95,17330
6,by,13,717
6,bv,20,717
6,au,39,717
6,az,56,717
6,aN,100,717
6,bg,97,717
6,bu,16,717
6,bm,55,717
6,bC,47,717
6,bE,12,717
6,ax,26,717
6,aH,95,717
6,bT,70,717
6,aa,71,717
7,bM,42,5555
7,aA,37,5555
7,bB,29,5555
7,ae,19,5555
7,aC,9,5555
7,bL,50,5555
7,ba,6,5555
7,am,83,5555
7,av,97,5555
7,bF,29,5555
7,ag,94,5555
7,aK,5,5555
7,aB,25,5555
7,ab,25,5555
7,ao,57,5555
7,bi,12,5555
7,bT,70,5555
7,aO,3,5555
7,ac,75,5555
7,bb,22,5555
7,bj,8,5555
7,bk,87,5555
7,bH,96,5555
7,bp,59,5555
7,bm,55,5555
7,ad,10,5555
7,ai,7,5555
8,bt,30,2440
8,aT,95,2440
8,by,13,2440
8,bA,15,2440
8,bK,29,2440
8,aq,10,2440
8,bB,29,2440
8,aU,64,2440
8,aL,93,2440
8,aM,72,2440
8,bL,50,2440
8,aF,90,2440
8,aW,71,2440
8,ay,63,2440
8,bg,97,2440
8,aa,71,2440
8,aJ,73,2440
8,bs,85,2440
8,bV,65,2440
8,aZ,9,2440
8,bN,70,2440
8,bS,81,2440
8,av,97,2440
8,bf,6,2440
8,aQ,63,2440
8,ax,26,2440
8,ag,94,2440
8,aB,25,2440
8,aG,35,2440
8,al,76,2440
8,aj,67,2440
8,bi,12,2440
8,bd,9,2440
8,an,12,2440
8,aV,66,2440
8,bx,15,2440
8,aR,7,2440
8,bT,70,2440
8,aO,3,2440
8,ac,75,2440
8,bj,8,2440
8,bG,42,2440
8,br,1,2440
8,bo,3,2440
8,bk,87,2440
8,bH,96,2440
8,bp,59,2440
8,bC,47,2440
8,bU,54,2440
8,ad,10,2440
9,aT,95,2868
9,by,13,2868
9,bB,29,2868
9,aC,9,2868
9,aE,32,2868
9,aW,71,2868
9,ap,5,2868
9,bN,70,2868
9,bQ,66,2868
9,bR,1,2868
9,aQ,63,2868
9,bz,99,2868
9,aX,33,2868
9,bP,43,2868
9,af,62,2868
9,ah,7,2868
9,bd,9,2868
9,bT,70,2868
9,bG,42,2868
9,bu,16,2868
9,bp,59,2868
9,bm,55,2868
9,ai,7,2868
10,bt,30,9865
10,bM,42,9865
10,by,13,9865
10,bA,15,9865
10,aq,10,9865
10,bB,29,9865
10,au,39,9865
10,aC,9,9865
10,aE,32,9865
10,bL,50,9865
10,aF,90,9865
10,aW,71,9865
10,aa,71,9865
10,bc,89,9865
10,ba,6,9865
10,bJ,60,9865
10,am,83,9865
10,aP,25,9865
10,bS,81,9865
10,aw,1,9865
10,bf,6,9865
10,ax,26,9865
10,ag,94,9865
10,aB,25,9865
10,aG,35,9865
10,bz,99,9865
10,bP,43,9865
10,bO,67,9865
10,ak,87,9865
10,ab,25,9865
10,ad,10,9865
10,bd,9,9865
10,bx,15,9865
10,bT,70,9865
10,aY,10,9865
10,bw,25,9865
10,bb,22,9865
10,bj,8,9865
10,br,1,9865
10,bo,3,9865
10,at,99,9865
10,bu,16,9865
10,be,59,9865
10,bm,55,9865
10,bC,47,9865
10,al,76,9865
10,aH,95,9865
11,bM,42,13182
11,aT,95,13182
11,bK,29,13182
11,ay,63,13182
11,ap,5,13182
11,bq,91,13182
11,bc,89,13182
11,bs,85,13182
11,aS,46,13182
11,aZ,9,13182
11,am,83,13182
11,bN,70,13182
11,bS,81,13182
11,bF,29,13182
11,bf,6,13182
11,aQ,63,13182
11,bD,47,13182
11,ag,94,13182
11,aB,25,13182
11,bz,99,13182
11,aX,33,13182
11,bP,43,13182
11,bO,67,13182
11,bv,20,13182
11,af,62,13182
11,aj,67,13182
11,ao,57,13182
11,ah,7,13182
11,aN,100,13182
11,aV,66,13182
11,bT,70,13182
11,aO,3,13182
11,bo,3,13182
11,bk,87,13182
11,bH,96,13182
11,at,99,13182
11,bp,59,13182
11,bl,35,13182
11,bm,55,13182
11,ad,10,13182
11,ai,7,13182
12,bA,15,10938
12,bM,42,10938
12,aq,10,10938
12,bK,29,10938
12,aU,64,10938
12,aL,93,10938
12,bB,29,10938
12,aM,72,10938
12,ae,19,10938
12,aI,90,10938
12,bL,50,10938
12,aE,32,10938
12,aF,90,10938
12,aa,71,10938
12,bq,91,10938
12,aJ,73,10938
12,bs,85,10938
12,bV,65,10938
12,bJ,60,10938
12,aZ,9,10938
12,az,56,10938
12,aP,25,10938
12,bS,81,10938
12,bR,1,10938
12,aQ,63,10938
12,bD,47,10938
12,ax,26,10938
12,ag,94,10938
12,aj,67,10938
12,ab,25,10938
12,ah,7,10938
12,bi,12,10938
12,bh,21,10938
12,bH,96,10938
12,bC,47,10938
12,bE,12,10938
12,bU,54,10938
13,aA,37,2360
13,aU,64,2360
13,aM,72,2360
13,aC,9,2360
13,aI,90,2360
13,bL,50,2360
13,aF,90,2360
13,ap,5,2360
13,aa,71,2360
13,ba,6,2360
13,aP,25,2360
13,bF,29,2360
13,aQ,63,2360
13,aX,33,2360
13,bz,99,2360
13,af,62,2360
13,ao,57,2360
13,bi,12,2360
13,bd,9,2360
13,an,12,2360
13,aR,7,2360
13,bx,15,2360
13,bG,42,2360
13,bo,3,2360
13,bk,87,2360
13,bH,96,2360
13,bu,16,2360
13,bE,12,2360
13,ai,7,2360
14,bA,15,14886
14,aT,95,14886
14,bt,30,14886
14,aq,10,14886
14,aE,32,14886
14,aF,90,14886
14,aW,71,14886
14,ay,63,14886
14,bq,91,14886
14,bc,89,14886
14,bV,65,14886
14,bJ,60,14886
14,am,83,14886
