i,id,weight,cost
0,bn,14,11
0,an,12,11
0,aN,100,11
0,bp,59,11
0,aU,64,11
0,bs,85,11
0,bM,42,11
0,ai,7,11
0,ar,42,11
0,bK,29,11
0,aM,72,11
0,bU,54,11
0,aD,33,11
0,bJ,60,11
0,ah,7,11
0,bz,99,11
0,aQ,63,11
0,ax,26,11
0,aY,10,11
0,bg,97,11
0,bi,12,11
0,be,59,11
0,bD,47,11
0,aT,95,11
0,ay,63,11
1,ba,6,47
1,bm,55,47
1,bA,15,47
1,aV,66,47
1,az,56,47
1,ad,10,47
1,ap,5,47
1,bT,70,47
1,ab,25,47
1,bw,25,47
1,bu,16,47
1,as,88,47
1,at,99,47
1,bJ,60,47
1,bk,87,47
1,aj,67,47
1,bo,3,47
1,ax,26,47
1,bf,6,47
1,bt,30,47
1,bQ,66,47
1,bI,20,47
1,bi,12,47
1,bS,81,47
1,av,97,47
1,bV,65,47
2,aA,37,21
2,bm,55,21
2,aV,66,21
2,az,56,21
2,bL,50,21
2,bT,70,21
2,bM,42,21
2,bx,15,21
2,bu,16,21
2,aF,90,21
2,ar,42,21
2,au,39,21
2,ae,19,21
2,bU,54,21
2,aD,33,21
2,at,99,21
2,aK,5,21
2,bJ,60,21
2,br,1,21
2,aj,67,21
2,bo,3,21
2,bb,22,21
2,bQ,66,21
2,bH,96,21
2,ao,57,21
2,bS,81,21
2,aL,93,21
2,aO,3,21
2,bj,8,21
2,bd,9,21
2,bG,42,21
2,aP,25,21
2,am,83,21
3,aS,46,12
3,bA,15,12
3,aw,1,12
3,az,56,12
3,aR,7,12
3,bT,70,12
3,ay,63,12
3,bw,25,12
3,bl,35,12
3,aF,90,12
3,ar,42,12
3,au,39,12
3,bU,54,12
3,aD,33,12
3,at,99,12
3,aK,5,12
3,bk,87,12
3,aj,67,12
3,bo,3,12
3,ax,26,12
3,bF,29,12
3,aG,35,12
3,bc,89,12
3,ao,57,12
3,aW,71,12
3,aq,10,12
3,bV,65,12
3,aP,25,12
3,aE,32,12
4,aS,46,86
4,aV,66,86
4,az,56,86
4,ad,10,86
4,aU,64,86
4,bL,50,86
4,aR,7,86
4,bx,15,86
4,ai,7,86
4,ab,25,86
4,bw,25,86
4,bl,35,86
4,aB,25,86
4,bB,29,86
4,aM,72,86
4,au,39,86
4,ae,19,86
4,as,88,86
4,bv,20,86
4,bR,1,86
4,bz,99,86
4,aQ,63,86
4,bg,97,86
4,bF,29,86
4,bH,96,86
4,bI,20,86
4,bQ,66,86
4,al,76,86
4,aW,71,86
4,aL,93,86
4,bD,47,86
4,bj,8,86
4,aT,95,86
4,bO,67,86
5,ba,6,14
5,bP,43,14
5,aH,95,14
5,aS,46,14
5,an,12,14
5,aw,1,14
5,ad,10,14
5,aE,32,14
5,aZ,9,14
5,aR,7,14
5,ai,7,14
5,aJ,73,14
5,bl,35,14
5,aB,25,14
5,bu,16,14
5,bN,70,14
5,bK,29,14
5,aM,72,14
5,as,88,14
5,at,99,14
5,br,1,14
5,aK,5,14
5,bJ,60,14
5,ah,7,14
5,bE,12,14
5,ax,26,14
5,aX,33,14
5,bg,97,14
5,bt,30,14
5,bQ,66,14
5,ac,75,14
5,al,76,14
5,bS,81,14
5,aa,71,14
5,aL,93,14
5,aO,3,14
5,bh,21,14
5,bD,47,14
5,be,59,14
5,aq,10,14
5,aI,90,14
5,ay,63,14
6,aO,3,11
6,ah,7,11
6,be,59,11
6,bw,25,11
6,bz,99,11
6,aY,10,11
6,bn,14,11
6,aV,66,11
6,aw,1,11
6,bH,96,11
7,ba,6,23
7,aA,37,23
7,bP,43,23
7,bm,55,23
7,aS,46,23
7,aN,100,23
7,bA,15,23
7,ag,94,23
7,ad,10,23
7,aU,64,23
7,bC,47,23
7,aZ,9,23
7,bx,15,23
7,ai,7,23
7,bM,42,23
7,aM,72,23
7,as,88,23
7,bR,1,23
7,aj,67,23
7,bo,3,23
7,bf,6,23
7,bg,97,23
7,bQ,66,23
7,bI,20,23
7,ac,75,23
7,bc,89,23
7,ao,57,23
7,bi,12,23
7,al,76,23
7,bS,81,23
7,bh,21,23
7,be,59,23
7,bD,47,23
7,bV,65,23
7,aI,90,23
8,at,99,88
8,ap,5,88
8,aa,71,88
8,bM,42,88
8,bD,47,88
8,bE,12,88
8,aB,25,88
8,aY,10,88
8,bd,9,88
8,ax,26,88
8,bN,70,88
8,bg,97,88
8,aw,1,88
8,bQ,66,88
9,ba,6,43
9,bP,43,43
9,bA,15,43
9,aV,66,43
9,aE,32,43
9,bp,59,43
9,bx,15,43
9,bM,42,43
9,aJ,73,43
9,bu,16,43
9,aB,25,43
9,bK,29,43
9,au,39,43
9,aM,72,43
9,ae,19,43
9,bU,54,43
9,aD,33,43
9,as,88,43
9,at,99,43
9,ah,7,43
9,bz,99,43
9,aX,33,43
9,bt,30,43
9,aG,35,43
9,al,76,43
9,bh,21,43
9,be,59,43
9,bG,42,43
9,aP,25,43
9,ay,63,43
10,aA,37,58
10,bn,14,58
10,an,12,58
10,aN,100,58
10,bA,15,58
10,af,62,58
10,aV,66,58
10,aE,32,58
10,bC,47,58
10,aU,64,58
10,bp,59,58
10,aZ,9,58
10,bL,50,58
10,bx,15,58
10,ai,7,58
10,ab,25,58
10,aB,25,58
10,bB,29,58
10,bq,91,58
10,bU,54,58
10,bv,20,58
10,at,99,58
10,bk,87,58
10,bo,3,58
10,aj,67,58
10,aY,10,58
10,ax,26,58
10,aX,33,58
10,bg,97,58
10,bF,29,58
10,bb,22,58
10,bH,96,58
10,bQ,66,58
10,ac,75,58
10,bt,30,58
10,bc,89,58
10,bi,12,58
10,by,13,58
10,bS,81,58
10,al,76,58
10,aL,93,58
10,be,59,58
10,bD,47,58
10,bj,8,58
10,aT,95,58
10,bd,9,58
10,bV,65,58
10,bG,42,58
10,aI,90,58
11,ba,6,22
11,ak,87,22
11,aH,95,22
11,aS,46,22
11,aw,1,22
11,bA,15,22
11,af,62,22
11,bC,47,22
11,bp,59,22
11,aU,64,22
11,aZ,9,22
11,ai,7,22
11,bM,42,22
11,aJ,73,22
11,bu,16,22
11,aB,25,22
11,bl,35,22
11,bB,29,22
11,bN,70,22
11,bq,91,22
11,bK,29,22
11,au,39,22
11,as,88,22
11,bU,54,22
11,br,1,22
11,bR,1,22
11,aj,67,22
11,aQ,63,22
11,bo,3,22
11,aX,33,22
11,bH,96,22
11,bI,20,22
11,bQ,66,22
11,bc,89,22
11,ao,57,22
11,bi,12,22
11,al,76,22
11,aa,71,22
11,aL,93,22
11,aO,3,22
11,be,59,22
11,aI,90,22
11,bd,9,22
11,bV,65,22
11,bG,42,22
11,am,83,22
11,bO,67,22
11,aE,32,22
12,aH,95,84
12,an,12,84
12,aw,1,84
12,bA,15,84
12,af,62,84
12,aV,66,84
12,ad,10,84
12,aU,64,84
12,bp,59,84
12,ay,63,84
12,bl,35,84
12,bu,16,84
12,bB,29,84
12,bK,29,84
12,bR,1,84
12,bk,87,84
12,bz,99,84
12,bo,3,84
12,aY,10,84
12,bg,97,84
12,bH,96,84
12,ac,75,84
12,ao,57,84
12,bi,12,84
12,aW,71,84
12,al,76,84
