i,id,weight,cost
0,aA,37,12216
0,bt,30,12216
0,bM,42,12216
0,ae,19,12216
0,bL,50,12216
0,aW,71,12216
0,ay,63,12216
0,aa,71,12216
0,aJ,73,12216
0,bJ,60,12216
0,bQ,66,12216
0,bS,81,12216
0,bF,29,12216
0,aw,1,12216
0,bD,47,12216
0,ax,26,12216
0,aK,5,12216
0,ar,42,12216
0,aB,25,12216
0,bz,99,12216
0,bO,67,12216
0,bv,20,12216
0,af,62,12216
0,aj,67,12216
0,ab,25,12216
0,bh,21,12216
0,aV,66,12216
0,ac,75,12216
0,br,1,12216
0,bk,87,12216
0,at,99,12216
1,bt,30,5418
1,bM,42,5418
1,aA,37,5418
1,aq,10,5418
1,ae,19,5418
1,aE,32,5418
1,aW,71,5418
1,aa,71,5418
1,bq,91,5418
1,az,56,5418
1,bf,6,5418
1,aK,5,5418
1,bO,67,5418
1,aj,67,5418
1,aR,7,5418
1,aY,10,5418
1,bw,25,5418
1,bG,42,5418
1,bj,8,5418
1,bu,16,5418
1,bp,59,5418
1,at,99,5418
1,aD,33,5418
2,aA,37,1381
2,aT,95,1381
2,bB,29,1381
2,aq,10,1381
2,aU,64,1381
2,au,39,1381
2,aM,72,1381
2,ay,63,1381
2,aJ,73,1381
2,aS,46,1381
2,am,83,1381
2,az,56,1381
2,aP,25,1381
2,bF,29,1381
2,ax,26,1381
2,aK,5,1381
2,ar,42,1381
2,ah,7,1381
2,bx,15,1381
2,bT,70,1381
2,bj,8,1381
2,bI,20,1381
2,bk,87,1381
2,at,99,1381
2,bp,59,1381
2,bC,47,1381
2,bl,35,1381
2,bU,54,1381
2,al,76,1381
2,ad,10,1381
3,bM,42,9555
3,aT,95,9555
3,by,13,9555
3,bB,29,9555
3,aU,64,9555
3,aL,93,9555
3,aM,72,9555
3,aI,90,9555
3,aF,90,9555
3,ap,5,9555
3,aa,71,9555
3,bs,85,9555
3,ba,6,9555
3,aZ,9,9555
3,am,83,9555
3,bN,70,9555
3,aP,25,9555
3,bQ,66,9555
3,bS,81,9555
3,bR,1,9555
3,bF,29,9555
3,bf,6,9555
3,bD,47,9555
3,ar,42,9555
3,bP,43,9555
3,bO,67,9555
3,af,62,9555
3,aH,95,9555
3,ah,7,9555
3,aN,100,9555
3,bd,9,9555
3,aV,66,9555
3,aR,7,9555
3,bT,70,9555
3,aO,3,9555
3,bw,25,9555
3,bo,3,9555
3,bI,20,9555
3,bk,87,9555
3,bu,16,9555
3,ad,10,9555
3,ai,7,9555
4,bA,15,5184
4,bM,42,5184
4,aT,95,5184
4,by,13,5184
4,au,39,5184
4,aE,32,5184
4,aW,71,5184
4,ay,63,5184
4,ap,5,5184
4,aa,71,5184
4,bq,91,5184
4,aJ,73,5184
4,aS,46,5184
4,bJ,60,5184
4,as,88,5184
4,aZ,9,5184
4,bN,70,5184
4,aP,25,5184
4,bQ,66,5184
4,av,97,5184
4,bF,29,5184
4,bf,6,5184
4,ax,26,5184
4,ag,94,5184
4,aD,33,5184
4,bv,20,5184
4,af,62,5184
4,ab,25,5184
4,ah,7,5184
4,bi,12,5184
4,bI,20,5184
4,bk,87,5184
4,bl,35,5184
4,bC,47,5184
4,bU,54,5184
4,al,76,5184
4,ad,10,5184
4,bn,14,5184
5,bA,15,3318
5,aA,37,3318
5,aq,10,3318
5,bB,29,3318
5,au,39,3318
5,ae,19,3318
5,aU,64,3318
5,aM,72,3318
5,aW,71,3318
5,bg,97,3318
5,ap,5,3318
5,aa,71,3318
5,bq,91,3318
5,bc,89,3318
5,ba,6,3318
5,bV,65,3318
5,bJ,60,3318
5,az,56,3318
5,bQ,66,3318
5,bS,81,3318
5,bF,29,3318
5,bD,47,3318
5,ag,94,3318
5,aX,33,3318
5,bP,43,3318
5,bv,20,3318
5,ao,57,3318
5,bi,12,3318
5,bd,9,3318
5,aV,66,3318
5,aY,10,3318
5,bw,25,3318
5,bj,8,3318
5,bG,42,3318
5,br,1,3318
5,bo,3,3318
5,bI,20,3318
5,bk,87,3318
5,ad,10,3318
6,bA,15,7983
6,au,39,7983
6,ae,19,7983
6,aM,72,7983
6,bL,50,7983
6,aE,32,7983
6,aF,90,7983
6,bg,97,7983
6,ap,5,7983
6,az,56,7983
6,bS,81,7983
6,bF,29,7983
6,bD,47,7983
6,aG,35,7983
6,aN,100,7983
6,bd,9,7983
6,bb,22,7983
6,bj,8,7983
6,br,1,7983
6,bl,35,7983
6,bE,12,7983
6,aD,33,7983
7,bM,42,15740
7,bK,29,15740
7,aq,10,15740
7,aL,93,15740
7,aM,72,15740
7,aI,90,15740
7,bg,97,15740
7,bq,91,15740
7,bc,89,15740
7,aZ,9,15740
7,as,88,15740
7,av,97,15740
7,aw,1,15740
7,bf,6,15740
7,bD,47,15740
7,ar,42,15740
7,aB,25,15740
7,aG,35,15740
7,af,62,15740
7,ak,87,15740
7,aj,67,15740
7,an,12,15740
7,aV,66,15740
7,bx,15,15740
7,aR,7,15740
7,aY,10,15740
7,ac,75,15740
7,bb,22,15740
7,bj,8,15740
7,at,99,15740
7,bp,59,15740
7,bE,12,15740
7,ad,10,15740
8,bA,15,9200
8,aT,95,9200
8,aA,37,9200
8,bM,42,9200
8,aq,10,9200
8,bK,29,9200
8,aU,64,9200
8,aL,93,9200
8,aI,90,9200
8,bL,50,9200
8,aE,32,9200
8,aW,71,9200
8,bg,97,9200
8,ap,5,9200
8,ba,6,9200
8,bJ,60,9200
8,az,56,9200
8,av,97,9200
8,bD,47,9200
8,aG,35,9200
8,aX,33,9200
8,bO,67,9200
8,al,76,9200
8,aj,67,9200
8,ab,25,9200
8,bi,12,9200
8,bd,9,9200
8,an,12,9200
8,aV,66,9200
8,bx,15,9200
8,aO,3,9200
8,bw,25,9200
8,ac,75,9200
8,bb,22,9200
8,br,1,9200
8,bo,3,9200
8,bI,20,9200
8,bk,87,9200
8,bp,59,9200
8,bC,47,9200
8,bU,54,9200
8,ad,10,9200
8,ai,7,9200
8,bn,14,9200
9,aT,95,14166
9,bK,29,14166
9,aM,72,14166
9,aE,32,14166
9,bL,50,14166
9,ap,5,14166
9,bq,91,14166
9,aJ,73,14166
9,bs,85,14166
9,bV,65,14166
9,ba,6,14166
9,bN,70,14166
9,aP,25,14166
9,bS,81,14166
9,bF,29,14166
9,aw,1,14166
9,aQ,63,14166
9,ax,26,14166
9,ag,94,14166
9,aB,25,14166
9,aG,35,14166
9,aD,33,14166
9,bv,20,14166
9,af,62,14166
9,aj,67,14166
9,bi,12,14166
9,bd,9,14166
9,bh,21,14166
9,aV,66,14166
9,bj,8,14166
9,bo,3,14166
9,bH,96,14166
9,bu,16,14166
9,bE,12,14166
9,al,76,14166
9,ai,7,14166
9,bn,14,14166
10,bt,30,19520
10,bK,29,19520
10,au,39,19520
10,ae,19,19520
10,aI,90,19520
10,bg,97,19520
10,ap,5,19520
10,aa,71,19520
10,bs,85,19520
10,aZ,9,19520
10,am,83,19520
10,bQ,66,19520
10,bS,81,19520
10,bR,1,19520
10,aw,1,19520
10,bF,29,19520
10,aQ,63,19520
10,ax,26,19520
10,bz,99,19520
10,bP,43,19520
10,bO,67,19520
10,af,62,19520
10,ao,57,19520
10,aN,100,19520
10,ad,10,19520
10,bd,9,19520
10,bh,21,19520
10,bx,15,19520
10,aY,10,19520
10,ac,75,19520
10,bb,22,19520
10,bG,42,19520
10,br,1,19520
10,bI,20,19520
10,bk,87,19520
10,bp,59,19520
10,be,59,19520
10,bm,55,19520
10,bE,12,19520
10,bU,54,19520
10,aD,33,19520
10,aH,95,19520
10,ai,7,19520
10,bn,14,19520
11,au,39,11511
11,aW,71,11511
11,aJ,73,11511
11,bs,85,11511
11,bJ,60,11511
11,as,88,11511
11,aZ,9,11511
11,am,83,11511
11,az,56,11511
11,aP,25,11511
11,bR,1,11511
11,aw,1,11511
11,ax,26,11511
11,aG,35,11511
11,bP,43,11511
11,ab,25,11511
11,aj,67,11511
11,ao,57,11511
11,bd,9,11511
11,aV,66,11511
11,bx,15,11511
11,bT,70,11511
11,bw,25,11511
11,br,1,11511
11,bo,3,11511
11,bI,20,11511
11,at,99,11511
11,be,59,11511
11,bU,54,11511
11,bn,14,11511
12,bt,30,15407
12,ae,19,15407
12,aL,93,15407
12,aI,90,15407
12,bL,50,15407
12,aW,71,15407
12,bg,97,15407
12,ap,5,15407
12,aa,71,15407
12,bq,91,15407
12,bs,85,15407
12,bV,65,15407
12,ba,6,15407
12,bN,70,15407
12,az,56,15407
12,bQ,66,15407
12,bR,1,15407
12,ax,26,15407
12,aX,33,15407
12,bz,99,15407
12,aD,33,15407
12,bO,67,15407
12,bP,43,15407
12,bv,20,15407
12,ab,25,15407
12,aN,100,15407
12,bi,12,15407
12,bd,9,15407
12,an,12,15407
12,aV,66,15407
12,bx,15,15407
12,aY,10,15407
12,ac,75,15407
12,bw,25,15407
12,bj,8,15407
12,bb,22,15407
12,br,1,15407
12,bI,20,15407
12,bk,87,15407
12,bH,96,15407
12,bp,59,15407
12,be,59,15407
12,bl,35,15407
12,bC,47,15407
12,bm,55,15407
12,al,76,15407
13,aT,95,7275
13,by,13,7275
13,bB,29,7275
13,aI,90,7275
13,aF,90,7275
13,bg,97,7275
13,ap,5,7275
13,aa,71,7275
13,bq,91,7275
13,aZ,9,7275
13,am,83,7275
13,aP,25,7275
13,bQ,66,7275
13,bS,81,7275
13,bf,6,7275
13,bD,47,7275
13,aK,5,7275
13,ar,42,7275
13,aX,33,7275
13,ao,57,7275
13,ah,7,7275
13,aN,100,7275
13,aY,10,7275
13,bb,22,7275
13,br,1,7275
13,bI,20,7275
13,at,99,7275
13,bp,59,7275
13,aH,95,7275
13,ai,7,7275
