i,id,weight,cost
0,aq,10,3568
0,bK,29,3568
0,ae,19,3568
0,aM,72,3568
0,aI,90,3568
0,aF,90,3568
0,aW,71,3568
0,ay,63,3568
0,aa,71,3568
0,bs,85,3568
0,aS,46,3568
0,bJ,60,3568
0,am,83,3568
0,bN,70,3568
0,az,56,3568
0,aP,25,3568
0,bQ,66,3568
0,bR,1,3568
0,bF,29,3568
0,aw,1,3568
0,bD,47,3568
0,aK,5,3568
0,bv,20,3568
0,al,76,3568
0,ab,25,3568
0,an,12,3568
0,aR,7,3568
0,bx,15,3568
0,aY,10,3568
0,bG,42,3568
0,bb,22,3568
0,br,1,3568
0,bo,3,3568
0,bk,87,3568
0,bH,96,3568
0,at,99,3568
0,be,59,3568
0,bm,55,3568
0,bE,12,3568
0,aD,33,3568
0,ai,7,3568
0,bn,14,3568
1,bB,29,3670
1,as,88,3670
1,br,1,3670
1,bN,70,3670
1,aP,25,3670
1,aC,9,3670
1,aN,100,3670
1,bR,1,3670
1,bF,29,3670
1,at,99,3670
1,bD,47,3670
1,ax,26,3670
1,bd,9,3670
1,ay,63,3670
1,aX,33,3670
1,bq,91,3670
1,bn,14,3670
2,bM,42,6576
2,bt,30,6576
2,bK,29,6576
2,au,39,6576
2,aU,64,6576
2,aM,72,6576
2,aL,93,6576
2,ae,19,6576
2,aI,90,6576
2,aE,32,6576
2,aW,71,6576
2,bg,97,6576
2,bq,91,6576
2,aJ,73,6576
2,bs,85,6576
2,bV,65,6576
2,ba,6,6576
2,aS,46,6576
2,aZ,9,6576
2,as,88,6576
2,bN,70,6576
2,aw,1,6576
2,bF,29,6576
2,ax,26,6576
2,ag,94,6576
2,ar,42,6576
2,aG,35,6576
2,aX,33,6576
2,bP,43,6576
2,bO,67,6576
2,bv,20,6576
2,al,76,6576
2,ab,25,6576
2,ao,57,6576
2,ah,7,6576
2,aN,100,6576
2,bi,12,6576
2,an,12,6576
2,aR,7,6576
2,aY,10,6576
2,bk,87,6576
2,bp,59,6576
2,be,59,6576
2,bC,47,6576
2,aD,33,6576
3,bA,15,4278
3,aT,95,4278
3,by,13,4278
3,bB,29,4278
3,bK,29,4278
3,au,39,4278
3,aq,10,4278
3,aM,72,4278
3,bL,50,4278
3,aF,90,4278
3,bq,91,4278
3,bJ,60,4278
3,as,88,4278
3,am,83,4278
3,bN,70,4278
3,aZ,9,4278
3,az,56,4278
3,bS,81,4278
3,av,97,4278
3,bf,6,4278
3,aQ,63,4278
3,bD,47,4278
3,ag,94,4278
3,aX,33,4278
3,bz,99,4278
3,bP,43,4278
3,bv,20,4278
3,aj,67,4278
3,ak,87,4278
3,ab,25,4278
3,bd,9,4278
3,aV,66,4278
3,bx,15,4278
3,bT,70,4278
3,bj,8,4278
3,bb,22,4278
3,bo,3,4278
3,bk,87,4278
3,at,99,4278
3,bE,12,4278
3,bU,54,4278
3,aD,33,4278
4,bA,15,15642
4,aA,37,15642
4,aW,71,15642
4,bg,97,15642
4,ap,5,15642
4,aa,71,15642
4,ba,6,15642
4,bV,65,15642
4,bJ,60,15642
4,as,88,15642
4,am,83,15642
4,az,56,15642
4,bQ,66,15642
4,bS,81,15642
4,av,97,15642
4,bF,29,15642
4,aQ,63,15642
4,ar,42,15642
4,bP,43,15642
4,al,76,15642
4,ab,25,15642
4,ao,57,15642
4,aN,100,15642
4,bx,15,15642
4,bT,70,15642
4,aO,3,15642
4,ac,75,15642
4,bw,25,15642
4,bb,22,15642
4,be,59,15642
4,bl,35,15642
4,bC,47,15642
4,aD,33,15642
4,ai,7,15642
4,bn,14,15642
5,bw,25,1038
5,bb,22,1038
5,bB,29,1038
5,ak,87,1038
5,bK,29,1038
